ZONE,STATE,DEALER NAME,CHEQUE BOUNCE,DEALER YEARS,PHONE NUMBER,EMAIL ADDRESS,Q1016,Q2016,Q3016,Q4016,Q1017,Q2017,Q3017,Q4017,Q1018,CREDITABILITY
1,12,SRI CHANMUNDESHWARI ENTERPRISES, 2 ,8,2,1,"1,94,295",0,0,0,0,0,0,0,0,1
1,12,SRI CHOUDESHWARI AGENCEIES, 2 ,10,2,1,0,0,0,0,0,0,0,0,0,1
1,24,SRI DEVI STEELS (TIRUPUR), 2 ,17,2,2,0,0,0,0,0,0,0,0,0,1
1,24,SRI DHAVAMANI AGENCIES, 2 ,5,2,1,0,0,0,0,0,0,0,0,0,1
3,11,SRI DURGA AGENCY, 2 ,9,2,2,"7,88,727","2,11,613","1,34,522",0,0,0,"1,42,016",0,0,1
1,12,SRI DURGA HARDWARE, 2 ,11,2,1,"5,29,753",0,"1,52,990","1,50,258","3,86,410","1,18,958",0,"1,15,928","4,90,548",1
1,12,SRI DURGA HARDWARE, 2 ,9,2,1,"3,39,570",0,"2,01,994","1,37,074","2,94,122","65,549","1,31,792",0,"4,94,654",1
1,12,SRI DYAMALAMBA STORES, 2 ,16,2,1,"4,84,922","1,40,643","1,48,323","2,22,560",0,0,"1,91,500","17,286",0,1
1,24,"SRI GAJPATHY TRADERS,", 2 ,7,2,1,0,0,0,0,0,0,0,0,0,1
1,24,SRI GANAPATHI AGENCIES, 2 ,15,2,2,"10,24,213","17,30,666","7,10,720","8,81,751","7,33,198","8,71,835",0,0,0,1
1,24,Sri Ganesh Hardwares, 2 ,6,2,1,0,"1,41,595",0,"67,353","66,971","75,181","55,849",0,"71,223",1
1,12,SRI GANGA HARDWARE, 2 ,5,2,1,"1,35,919",0,0,0,0,0,0,0,0,1
1,12,SRI GAYATHRI SALES DEPOT, 2 ,10,2,1,"84,143","1,16,139","99,813",0,"1,37,720","1,45,035",0,0,"1,25,330",1
1,24,SRI GIRIJA HARDWARES, 2 ,8,2,1,0,0,0,0,"6,28,623","7,21,479","5,52,082","1,60,046",0,1
1,24,SRI GOWRI STEELS & ELECTRICALS, 2 ,7,1,1,"1,33,358",0,0,"1,31,880","1,37,775",0,"1,27,820",0,0,1
1,24,SRI GURU BHAGAVAN AGENCY, 2 ,9,2,1,"2,24,147","1,48,906","1,72,504","2,67,723","3,60,451","2,71,531","4,19,078","2,90,693","3,34,341",1
1,24,SRI GURUBAVAAN TRADERS, 2 ,9,1,1,0,0,0,0,0,0,0,0,0,1
1,24,SRI GURUVAYURAPAN TIMBERS, 2 ,8,1,1,"3,77,238","5,89,815","4,71,935","14,38,988","7,88,028","8,12,030","6,25,073","13,02,609",0,1
1,24,SRI HANUMAN & CO, 2 ,13,2,2,"2,07,900","5,05,633","1,94,050","4,04,719","4,04,845","1,97,250","1,95,000","2,10,384","1,28,097",1
1,24,SRI HARI STEELS AND HARDWARE, 2 ,13,2,2,"12,04,296","7,22,340","14,18,850","3,00,506","8,86,679","5,69,988","8,16,938","8,72,233","7,57,023",1
1,24,SRI HARIHARAN TRADERS, 2 ,14,2,1,"3,75,208","2,01,487",0,0,"2,08,675","2,09,298","55,484",0,0,1
3,20,SRI JAGANNATH TRADERS, 2 ,7,2,1,0,0,0,"2,14,595",0,0,0,0,0,1
3,20,SRI JAGANNATHA DISTRIBUTORS, 2 ,14,2,1,"13,24,959","1,38,268","4,72,627","2,74,623","4,82,429","3,58,818","3,22,204","3,47,488","7,55,611",1
1,24,SRI JAYAMURUGAN WELDING WORKS, 2 ,15,2,1,"4,58,582","4,17,697","6,46,195","9,41,208",0,"13,92,305","4,22,880","5,04,304","31,95,235",1
1,12,SRI KALIKAMBA TIMBERS AND WOOD FURN, 2 ,6,2,1,0,0,0,0,0,0,0,0,0,1
1,1,SRI KAMAKSHI STEELS AND CEMENTS, 1 ,8,2,1,"2,19,704",0,0,0,"2,14,955","4,73,032",0,"2,05,985",0,0
1,24,SRI KAMATCHIAMMAN GLASS & PLYWOODS, 2 ,5,2,1,0,0,0,0,0,0,0,0,0,1
1,12,SRI KANAKA STEEL & HARDWARES, 2 ,15,2,1,"3,36,240",0,"10,365",0,0,0,0,0,0,1
1,12,SRI KANNIKA TRADERS, 2 ,9,2,1,"3,70,371","1,79,049",0,0,0,0,0,0,0,1
1,24,SRI KARPAGA VINAYAGAR TRADERS, 2 ,7,2,2,"74,250","1,37,835",0,"1,63,338",0,0,"76,615","89,875",0,1
1,12,SRI KENCHAMBHIKA TRADERS, 1 ,8,2,1,"5,58,018",0,"1,35,594",0,"3,55,267","2,50,200",0,"1,12,765","2,03,432",0
1,24,SRI KIRUTHIKA TRADERS, 2 ,12,2,2,0,0,0,0,0,0,0,0,0,1
1,12,SRI KOTTAKAL TRADERS, 2 ,13,2,1,"7,68,418","5,20,049","3,34,904","5,14,572","8,70,177","1,94,070","1,93,500","5,55,300","5,23,157",1
1,24,SRI KRISHNA AGENCIES, 2 ,17,2,1,"96,14,911","48,87,166","2,99,538",0,0,0,0,0,0,1
1,13,SRI KRISHNA HARDWARES, 2 ,9,2,1,"1,24,933",0,"1,63,982","1,36,352","1,32,396",0,"2,32,677","1,21,048",0,1
1,24,SRI KRISHNA HARDWARES, 1 ,10,2,1,0,"1,42,398","1,61,781","1,34,202",0,"1,31,963","1,85,250","1,66,875","3,06,520",0
1,24,Sri Krishna Plywoods, 2 ,6,2,1,0,0,0,0,0,0,0,0,0,1
1,24,SRI KRISHNA STEELS, 2 ,8,2,1,"2,21,159","5,51,324","1,65,118","1,36,674","1,40,347","4,49,450","1,79,122","3,20,487","4,05,334",1
1,24,SRI KRISHNA STEELS (THONDAMUTHUR), 2 ,12,2,1,"5,47,965","7,34,861","5,33,357","1,58,000","6,08,115",0,"7,18,163","4,27,002","4,57,896",1
3,20,SRI KRISNA TRADERS, 2 ,13,2,1,0,0,"2,74,378","2,74,378",,,,0,0,1
1,24,SRI KUMARAN STEELS, 2 ,12,2,1,"3,95,175","4,18,450","2,80,500","6,94,357","3,78,555","3,97,040","4,77,375","9,78,384","13,69,282",1
1,24,SRI KUMARAN TRADERS, 2 ,14,2,1,0,0,"1,32,945",0,0,"1,41,750","2,71,580","2,75,038",0,1
1,24,SRI LAKSHMI HARDWARE, 2 ,4,2,1,0,0,0,0,0,0,0,0,0,1
1,24,SRI LAKSHMI PRABHA HARDWARES, 2 ,11,2,1,"3,98,566",0,0,0,0,0,0,0,0,1
1,24,SRI LAKSHMI STEEL, 1 ,6,2,1,"4,94,610","5,10,815","4,72,143","7,20,835","3,38,698","3,78,815","3,83,590","2,78,244","5,00,358",0
1,24,SRI LAKSHMI STEELS, 1 ,8,2,1,0,0,0,0,0,"1,51,124",0,0,0,0
1,24,SRI LAKSHMI TRADERS, 2 ,15,2,1,"12,91,245","14,88,890","5,97,561","11,53,056","4,38,028","7,64,687","8,37,662","10,32,401","10,28,841",1
1,24,SRI LAKSHMI TRADERS, 2 ,10,2,1,"56,147","89,654","9,10,890","2,85,438","2,84,839","76,706","6,523","82,027","46,356",1
1,12,SRI MAHADESHWARA TRADERS, 2 ,12,2,1,"62,682","63,082","55,278",0,0,0,0,0,0,1
1,12,SRI MAHALAKSHMI ELECTRICALS AND HAR, 1 ,8,2,1,"1,40,649","1,15,277",0,"1,24,637","1,30,412","1,20,811",0,"1,40,672",0,0
1,12,SRI MAILARLINGESHWARA GLASS AND PLY, 2 ,11,2,1,0,0,0,0,0,0,0,0,0,1
1,12,SRI MAILLIKARJUNASWAMY HALO BRICKS, 1 ,4,1,1,0,0,0,0,0,0,0,0,0,0
1,12,SRI MALLIKARJUNA TRADERS, 2 ,14,2,1,"13,89,072","11,27,130","6,48,477","6,29,097","10,26,311","11,52,368","5,52,934","6,99,313","7,50,063",1
1,12,SRI MANJUNATHA HARDWARE, 2 ,5,2,1,"6,57,261","3,72,241","3,82,834","1,33,655","3,92,689","1,39,354","1,33,268","1,31,335","3,88,947",1
1,24,SRI MANJUNATHA HARDWARES, 2 ,6,2,1,0,"2,20,035","61,066","1,71,658","1,20,635","1,53,834",0,0,0,1
1,24,SRI MA2J TRADERS, 2 ,14,2,1,"2,98,763","5,02,222","3,37,344","24,952","97,157","1,85,150","2,26,539","71,772",0,1
1,12,SRI MARUTHI ENTERPRISES, 2 ,6,2,1,0,0,0,0,0,0,0,0,0,1
1,12,SRI MARUTHI POULTRY FARM, 2 ,7,1,1,0,0,0,0,0,0,0,0,0,1
1,12,SRI MARUTHI TRADERS, 1 ,10,2,1,"2,17,169","1,21,275",0,"1,32,987","1,45,312","3,24,556",0,"1,14,648","1,86,100",0
1,24,SRI MEENAKSHI CORPORATION, 2 ,17,2,2,0,0,0,0,0,0,0,0,0,1
1,24,SRI MOOKAMBIGA EXTRACTS, 2 ,15,1,1,0,0,0,0,0,0,0,0,0,1
1,24,SRI MURUGAN & COMPANY, 2 ,13,2,2,"26,61,248","18,71,451","11,65,370","14,23,887","14,88,669","8,86,947","7,41,709","7,71,115","7,76,285",1
1,24,SRI MURUGAN ASBESTOS, 2 ,15,2,1,"5,96,888","4,09,338","4,14,560","6,34,238","6,31,353","4,62,765","5,97,125","3,97,396","4,30,125",1
1,24,SRI MURUGAN COMPANY, 1 ,10,2,1,"1,98,450",0,"2,06,002",0,0,0,0,0,"1,41,645",0
1,24,SRI MURUGAN TIMBER TRADERS, 1 ,8,2,1,0,0,0,0,0,0,0,0,0,0
1,12,SRI NAGESH MAHALAKSHMI TRADERS, 2 ,6,2,1,"1,67,602",0,0,0,0,0,0,0,0,1
1,12,SRI NANJUDESHWARA  FERTILIZERS DIST, 2 ,9,2,1,"3,18,954","1,22,208","2,87,820","1,20,443","2,71,051",0,0,"1,76,340","3,25,333",1
1,12,SRI NANJUNDESHWARA TRADERS, 2 ,11,2,1,"3,79,920","3,68,738","1,06,417","1,12,276","4,85,962","7,43,641","7,50,802","5,91,616","14,13,424",1
1,12,SRI NANJUNDESHWARA TRADERS, 2 ,16,2,1,"7,66,483","4,37,794","4,16,503","4,75,267","3,33,179","3,18,684","3,79,268","7,16,443","4,32,010",1
1,12,Sri Nanjundeshwara Traders, 2 ,12,2,2,"2,18,202","36,848","41,347",0,0,0,0,0,0,1
1,24,SRI NARAYANI TRADERS, 2 ,15,2,1,"5,23,408","3,04,562",0,"2,87,264","1,42,893","2,73,702","1,40,450","2,90,767","4,13,706",1
1,24,SRI NAVALADIYAN STEELS, 2 ,11,2,2,"81,350","2,30,104","1,32,000",0,"1,36,950","1,32,420","1,23,356","1,27,200","1,35,730",1
1,12,SRI NIMISHAMBHA CERAMICS, 2 ,7,2,1,0,0,0,0,0,0,0,0,0,1
1,24,SRI PALANI ANDAVAR STEEL & HARDWARE, 2 ,15,2,2,"19,09,643","24,19,593","23,87,894","15,41,253","12,61,310","14,56,494","19,37,853","12,47,344","18,99,518",1
1,24,SRI PALANIANDAVAR STEELS, 2 ,6,2,1,0,0,"2,09,926",0,0,0,0,0,0,1
1,24,SRI PANNARI AMMAN TRADERS, 2 ,6,2,1,0,0,"1,34,225","1,34,225",0,0,0,0,0,1
1,24,SRI PERIYANAYAKI TRADERS, 2 ,9,2,1,0,0,0,0,0,0,0,0,0,1
1,24,SRI PONKALIAMMAN STEELS, 2 ,14,2,1,"17,59,388","17,07,010","16,56,020","14,85,258","17,56,295","14,22,328","21,97,023","14,65,876","15,75,660",1
3,4,Sri Prakash Store, 2 ,9,2,1,0,0,0,0,0,0,0,0,0,1
1,12,SRI RAGHAVENDRA CEMENT AGENCIES, 1 ,8,2,1,"2,39,748","2,93,258","1,98,110","3,04,822","76,849","2,42,307","1,92,083",0,0,0
1,24,SRI RAJESWARI STEEL, 2 ,5,2,1,0,0,0,0,0,0,0,0,0,1
1,24,SRI RAM HOLLOW BLOCKS, 2 ,6,2,1,"2,94,915","1,37,350","1,38,800",0,0,"1,64,100",0,0,0,1
1,24,SRI RAM STEELS, 2 ,13,2,1,"1,55,913","8,13,448","4,66,092","2,79,763","2,87,188","1,32,413","1,72,794","1,38,855","3,76,139",1
1,24,SRI RAM STEELS, 2 ,9,2,1,"2,73,620",0,"1,28,843",0,0,0,0,0,0,1
1,24,SRI RAMA & COMPANY, 2 ,7,2,1,"1,40,250",0,0,0,"92,910","2,74,088",0,"1,27,425",0,1
1,24,SRI RAMA AGENCY, 2 ,6,2,1,"78,167","77,167","1,55,121","1,87,967","2,71,811","1,76,107","1,44,209","2,00,546","73,740",1
1,1,SRI RAMASETTY RADHAKRISHNAIAH, 2 ,15,2,1,"3,80,652","9,07,759","4,60,521","3,62,591","5,04,837","6,29,919","2,22,059","2,04,485","2,08,968",1
1,12,SRI RENUKA TRADERS, 2 ,14,2,1,"3,89,103","5,87,862","4,85,937","2,09,693","1,33,489","1,36,647","4,16,488","1,81,728","5,83,756",1
1,12,SRI RENUKAMBA TRADERS, 2 ,7,2,1,"60,872",0,0,0,0,0,0,0,0,1
1,24,SRI SABARI AGENCIES (TIRUPPUR), 2 ,10,2,1,0,"1,31,959","1,31,200","1,48,088",0,0,0,0,0,1
1,24,SRI SABARI STORE, 2 ,14,2,2,"6,07,243","4,40,445","4,11,765","7,05,934","1,37,775","8,39,199","10,62,675","5,45,379",0,1
1,24,SRI SAI BABA TRADERS, 2 ,9,2,1,0,0,0,0,0,0,0,0,"1,41,490",1
1,1,SRI SAI RK ENTERPRISES, 2 ,6,2,1,"4,84,014","4,25,735",0,0,0,0,0,0,0,1
5,27,SRI SAI TRADERS, 2 ,9,2,1,0,0,0,0,0,0,0,0,0,1
1,24,SRI SAKTHI & CO, 2 ,13,2,1,"4,12,200",0,0,0,0,0,0,0,0,1
1,24,SRI SAKTHI INDUSTRIES AND TRADERS, 1 ,9,2,1,"16,60,575","31,76,141","16,24,256","14,83,769","24,84,432","15,60,883","29,20,844","21,53,127","32,44,898",0
1,24,SRI SAKTHI TRADERS, 2 ,14,2,2,0,0,0,0,0,0,0,0,0,1
1,24,SRI SARAVANA AGENCIES, 2 ,15,2,1,"1,91,800","1,29,706","1,31,163","2,57,550","1,93,486","1,44,944","53,538","58,500",0,1
1,24,SRI SASTHA STEEL, 2 ,6,2,1,"4,17,610","4,12,970","1,74,075","1,80,875","3,01,522","3,85,560","1,82,320","3,02,080","3,51,596",1
1,12,SRI SATHYA SAI ENTERPRISES, 2 ,15,2,2,"13,99,344","2,34,543","7,30,293","14,62,038","8,80,730","84,663","5,68,481","3,87,526","6,21,831",1
1,24,SRI SELVAKUMAR STEELS, 1 ,8,2,1,"3,44,550","11,69,306","9,35,390","6,20,795","6,24,652","7,09,876","4,08,615","6,34,332","8,77,167",0
1,24,SRI SELVANAYAKI STEEL & HARDWARES, 2 ,16,2,1,"11,72,925","22,11,980","6,70,118","7,30,013","6,90,231","8,01,100","16,27,871","6,81,628","8,06,788",1
1,24,SRI SENTHILVELAVAN CHAMBER, 2 ,15,1,1,"3,44,925","1,68,750","6,52,688",0,0,0,0,0,0,1
1,24,SRI SERMAN ARUNACHALASWAMY TIMBERS, 2 ,6,2,1,0,0,"1,17,231","2,00,398","1,73,313",0,"1,18,372","3,81,404","2,46,341",1
1,12,SRI SHAMBULINGESWARA TRADERS, 2 ,11,2,1,"3,64,451","2,92,503","1,43,029","1,07,101","2,54,294","3,13,155","2,14,188","2,39,835","2,60,475",1
1,12,SRI SIDDHALINGESHWAR TRADERS, 2 ,15,2,1,"6,85,508","4,02,542","2,42,005","4,47,657","7,54,030",0,"3,35,418","1,93,455","2,68,770",1
1,24,SRI SIVASAKATHI STEEL, 2 ,7,2,1,"2,07,075","6,82,240","3,38,765",0,"5,84,675",0,"3,96,255",0,"4,23,660",1
1,24,SRI SIVASAKTHI STEELS, 2 ,11,2,1,"9,65,893","10,59,779","6,71,330","9,47,763","9,63,816","9,61,508","8,73,790","8,54,422","8,43,290",1
1,24,SRI SIVASAKTHIVAL HARDWARE, 1 ,6,2,1,"99,431",0,"35,317",0,0,0,0,0,0,0
1,24,SRI SIVASAKTHIVEL BLUE METALS, 2 ,8,2,1,"83,847","1,11,873","1,51,374","1,42,094","1,63,208","1,75,678","71,633","1,84,956","1,41,677",1
1,24,SRI SIVASELVI AGENCIES, 2 ,16,2,1,"8,52,443","5,50,899","6,97,258","4,33,175","6,96,657","7,00,226","4,54,750","4,14,745","4,34,985",1
1,24,SRI SUBRAMANI HARDWARES & PAINTS, 2 ,5,2,1,0,0,0,0,0,0,0,0,0,1
1,24,SRI SUN TRADERS, 2 ,10,2,1,0,0,0,0,0,0,0,0,0,1
1,12,SRI SWAMY BUILDERS, 2 ,15,2,1,"10,11,082","5,72,207","3,69,997","8,70,741","5,93,085","8,02,450","12,19,536","10,79,004","4,67,461",1
1,24,SRI SWATHI AGENCY, 2 ,12,2,1,"9,98,988","12,36,889",0,0,0,0,0,0,0,1
1,12,SRI THIRUMALA ELECTRICALS AND HARDW, 2 ,10,2,1,"1,26,477",0,0,0,0,0,0,0,0,1
3,4,SRI TIWARY SALES, 2 ,13,2,1,"7,50,261","1,51,378",0,"71,415","4,67,269","3,79,774",0,"1,45,538","5,12,204",1
1,24,SRI VALLI AGENCY, 2 ,6,2,1,0,0,0,0,0,0,0,0,0,1
1,24,SRI VALLI HARDWARES, 2 ,10,2,1,"94,824","1,43,109","1,79,183",0,"2,20,345","1,21,209","69,552","1,09,044","64,516",1
1,24,SRI VANKALAMMAN FARM INDIA (P) LTD, 2 ,15,2,1,"7,39,319",0,0,0,0,0,0,0,0,1
1,1,SRI VASAVI TRADERS, 2 ,7,2,1,0,0,0,0,0,0,0,0,0,1
1,12,SRI VEERABHADRESHWARA HARDWARE AND, 2 ,7,1,1,0,0,0,0,0,0,0,0,0,1
1,12,SRI VEERABHADRESHWARA TRADERS, 1 ,14,2,1,"11,98,336","2,32,410","2,40,776","1,33,841","12,59,499","6,88,026","5,43,844","6,38,408","6,36,110",0
1,24,SRI VELA STEELS, 2 ,12,2,1,"2,20,765","1,53,483","3,46,827","2,08,226","1,44,535","3,67,552","3,19,385","1,48,850","1,91,180",1
1,24,SRI VELAN TIMBERS, 2 ,7,2,1,"66,181","77,797",0,0,"70,017",0,0,0,0,1
1,24,SRI VELAVAN TRADERS (VELLAKOIL), 2 ,7,2,1,"5,77,281","5,84,001","4,54,359","4,30,313","5,26,184","4,17,531","7,05,348","8,12,276","5,43,163",1
1,1,SRI VENGAMAMBA STEELS VINJAMOOR, 2 ,8,2,1,0,0,0,0,0,0,0,0,0,1
1,1,Sri Vengamamba Traders, 2 ,12,2,1,"7,20,857","9,59,122","1,75,596",0,0,0,0,"5,27,057","5,67,038",1
1,24,SRI VENKATACHALAPATHI STEELS, 2 ,6,2,1,0,0,0,0,0,0,0,0,0,1
1,24,SRI VENKATESHWARA AGRO, 2 ,9,2,1,"1,03,537","1,08,275","3,39,987","2,28,612","2,52,373","1,85,943","1,79,598","36,591","52,100",1
1,1,SRI VENKATESWARA AGENCIES, 2 ,8,2,1,0,0,0,0,0,0,0,0,0,1
1,13,SRI VENKATESWARA AUTOMOBILES, 2 ,5,2,1,0,0,0,0,0,0,0,0,0,1
1,24,SRI VENKATESWARA HARDWARES, 2 ,9,2,1,0,0,"2,73,580",0,"1,66,780","1,18,190","1,17,235",0,0,1
1,24,SRI VENKATESWARA HARDWARES, 2 ,6,2,1,"82,030",0,0,0,0,0,0,0,0,1
1,24,SRI VENKATESWARA HARDWARES, 2 ,5,1,1,0,0,0,0,0,0,0,0,0,1
1,12,SRI VENKATESWARA STEEL, 2 ,11,2,1,0,0,0,"5,445",0,0,0,0,0,1
1,1,SRI VENKATESWARA STEELS & CEMENTS, 2 ,6,2,1,0,"1,46,741",0,"1,46,741","1,60,210",0,0,0,0,1
1,24,SRI VENKATESWARA TIMBER & HARDWARE, 2 ,9,2,1,0,0,0,0,0,"12,277",0,0,0,1
1,24,SRI VENKATESWARA TIMBER MART, 2 ,17,2,2,"1,42,224",0,0,0,0,0,0,0,0,1
1,24,SRI VENKATESWARA TIMBER MART, 2 ,16,2,1,"1,67,58,668","2,09,64,188","1,30,46,050","1,15,02,912","1,27,02,395","1,35,03,762","1,17,04,084","1,05,46,520",0,1
1,24,SRI VENKATESWARA TRADERS, 2 ,11,2,1,"1,91,320","2,53,692","71,410","1,00,011","2,14,638","1,46,097","2,27,538","2,09,173","1,60,377",1
1,24,SRI VENKATESWARA TRADERS, 2 ,7,2,1,"95,779","1,08,281",0,0,0,0,0,0,0,1
1,24,SRI VENKATESWARA TRADERS, 2 ,5,2,1,"3,81,586","1,10,615","1,76,425","1,23,505","1,56,431","2,60,968","1,22,999","3,38,268","3,44,995",1
1,13,SRI VENKETESA STORES, 2 ,6,2,1,"23,442",0,0,"35,388",0,"33,530",0,"37,570","23,354",1
1,12,SRI VIJAYALAKSHMI TRADERS, 2 ,8,2,1,0,0,0,0,0,0,0,"1,42,082",0,1
1,24,SRI VINAYAGA & CO, 2 ,6,2,1,0,0,0,0,0,0,0,0,0,1
1,24,SRI VINAYAGA CORPORATION, 2 ,7,2,1,0,0,0,0,0,0,0,0,0,1
1,24,SRI VINAYAGA STEELS, 2 ,4,1,1,0,0,0,0,0,0,0,0,0,1
1,24,SRI VINAYAKA CORPORATION, 2 ,13,2,2,0,0,0,0,0,0,0,0,0,1
1,12,SRI VINAYAKA ENTERPRISES, 2 ,12,2,1,"7,87,096","1,98,645","2,18,658","3,59,481","6,70,319",0,"2,92,606","1,49,782","9,53,524",1
1,12,Sri Vinayaka Enterprises, 2 ,10,2,1,"1,20,714",0,0,0,0,"1,51,480",0,"1,11,946",0,1
1,12,SRI VINAYAKA TRADERS, 2 ,5,2,1,0,0,0,0,0,0,0,0,0,1
1,24,SRI VISHNU BUILDERS, 2 ,10,2,2,0,0,"1,36,980","1,36,980",,,,0,0,1
1,24,SRI YOGAM AGENCIES, 2 ,15,2,1,"5,24,947","8,32,065","2,94,241","4,89,416","3,84,795","5,55,238","3,59,857","3,51,310","6,04,080",1
1,12,SRINIDHI CEMENT, 2 ,6,2,1,0,0,"1,56,408",0,"1,37,569",0,0,0,0,1
1,12,SRINIDHI TRADERS, 2 ,10,2,1,"4,44,191",0,"1,49,741","3,16,735","3,18,871","1,15,767","1,53,097",0,0,1
1,12,SRINIVASA AGENCEIS, 2 ,8,2,1,0,0,0,0,"6,290",0,0,0,0,1
1,24,SRINIVASA TRADERS, 2 ,10,2,1,0,0,0,0,0,0,0,0,0,1
3,20,Sriom Traders, 2 ,14,2,1,"1,27,520",0,0,0,0,0,0,0,0,1
1,24,SRRI VENKATESA HARDWARES, 2 ,15,2,1,"4,12,840","5,55,640","4,50,680","1,43,050","6,11,333","5,66,890","4,23,025","4,21,925","5,02,100",1
1,24,SS HOLLOW BLOCKS, 2 ,7,2,1,"1,76,267","1,68,392",0,"1,01,182",0,"1,21,071","1,06,865",0,"1,02,819",1
1,24,SS STEELS, 2 ,13,2,1,"6,74,669","6,58,208","2,68,963",0,"1,38,610","2,55,275","3,86,036","2,54,250",0,1
1,13,ST LAWRENCE TRADERS, 2 ,8,2,1,"3,84,345","1,26,495","2,62,265","1,24,714","2,77,310",0,0,0,0,1
1,13,ST MARY'S AGENCIES, 2 ,7,2,1,"61,705","65,660",0,0,"55,619",0,0,0,0,1
1,13,ST. THOMAS STEELS, 2 ,10,2,1,"1,32,362","1,40,569",0,"2,00,195","2,84,257","1,28,526","1,29,987","2,10,622","2,67,978",1
1,13,ST.MARY'S AGENCIES, 2 ,7,2,1,0,0,0,"61,314",0,0,0,0,0,1
1,13,ST.STEPHEN'S STORES, 2 ,6,2,1,"76,754","82,355",0,"78,027","83,217",0,0,0,0,1
2,21,STANCE EXPORTS, 2 ,15,2,1,"1,52,54,039","35,02,928","1,00,474",0,0,0,0,0,0,1
5,27,STANDARD FROZEN FOODS EXPORTS PRIVA, 2 ,11,2,1,0,0,0,0,0,0,0,0,0,1
1,24,Star Building Materials, 2 ,10,2,1,"1,01,263","1,98,141","93,734",0,"94,515",0,"1,43,743","89,534",0,1
4,15,STAR ENTERPRISES, 2 ,4,1,1,0,0,0,0,0,0,0,0,0,1
4,7,STAR STEEL TRADERS, 2 ,11,2,1,0,0,0,0,0,0,0,0,0,1
2,8,STEEL FUSION ( INDIA ), 2 ,14,2,2,"1,04,34,178","71,25,342","56,01,931","62,20,949","1,00,00,397","63,88,884","67,19,981","1,10,77,732","86,75,017",1
1,13,STEEL GUIDE, 2 ,10,2,1,"2,26,527","1,10,561","1,22,967","1,26,486","1,11,175","74,843","1,14,895","1,04,680",0,1
1,13,STEEL HOUSE, 2 ,5,2,1,0,"2,10,704",0,0,0,0,0,0,0,1
5,14,STEEL TRADERS, 2 ,13,2,1,0,0,"6,43,612","1,51,230","7,21,525",0,0,0,0,1
2,21,SUBEDAR PRITAM SINGH CEMENT STORE, 2 ,11,2,1,"1,88,023",0,"2,83,262","2,99,707","3,04,243","1,80,746","4,07,649","3,33,840","1,94,750",1
3,20,SUBHA SHREE MARBELS, 2 ,14,2,1,"11,49,420","2,46,882","4,53,869","4,35,165","7,50,213","5,75,099","3,78,619","2,22,409","7,12,515",1
2,8,SUBHAM HATCHERY, 2 ,6,1,1,"1,93,599",0,0,0,0,0,0,0,0,1
3,20,Subham Traders, 2 ,11,2,1,"1,61,057","1,25,537",0,"1,42,345","3,93,542","1,63,907",0,"2,65,527","7,73,972",1
4,15,SUBHAS CHANDRA K. LONAWAT, 1 ,14,2,2,0,"1,32,743",0,"1,26,000","4,05,241","5,23,775","1,00,100","2,18,225","6,84,749",0
1,24,SUDHA AGENCIES, 2 ,12,2,2,0,0,0,0,0,0,0,0,0,1
1,1,SUDHEER ABI HARDWARE, 2 ,7,2,1,0,0,0,0,0,0,0,0,0,1
1,12,SUDHITH AGENCIES, 2 ,4,2,1,0,0,0,0,"97,875",0,"62,054","52,777","3,26,165",1
1,24,SUGUNA TRADING AGENCY, 2 ,5,1,1,0,0,0,0,0,0,0,0,"1,83,214",1
2,27,Suhail Cement Agency, 2 ,6,1,1,0,0,0,0,0,0,0,0,0,1
5,14,SUHANE TRADERS, 2 ,6,1,1,0,0,0,0,0,0,0,0,0,1
3,11,SUJIT CEMENT HOUSE, 1 ,10,1,2,"3,59,802",0,0,"3,59,802","1,10,469",0,0,0,0,0
1,24,SULAIMAN TIMBER, 2 ,6,2,1,0,0,0,0,0,0,0,0,0,1
3,29,SULAKHA MONDAL, 2 ,11,2,1,"3,11,458","2,78,160",0,"1,33,380","3,71,196","2,68,130",0,"1,32,940","5,46,092",1
1,24,SUMATHI AGENCY, 2 ,5,2,1,0,0,0,0,"2,86,525","2,61,800","2,20,850","2,56,945",0,1
5,14,SUMIT TRADERS, 2 ,6,2,1,0,0,0,0,0,0,0,0,0,1
1,24,SUN CASTING & ALLOYS, 2 ,8,1,1,0,0,0,0,0,0,0,0,0,1
1,24,SUNCOAL BRIQUEATERS, 2 ,6,1,1,0,0,0,0,0,0,0,0,0,1
5,14,SUNEEL KUMAR AGRAWAL, 2 ,11,2,1,"9,93,964",0,"2,25,000","4,60,175","12,21,450","3,28,140","2,39,020","4,69,388","11,42,520",1
5,27,Sunil Cement Store, 2 ,15,2,1,"12,77,246","11,51,994","10,01,419","14,94,102","32,86,103","9,34,840","13,27,899","24,36,956","33,31,980",1
2,8,SUPER SALES CORPORTAION, 2 ,10,2,1,0,0,0,0,0,0,0,0,0,1
5,14,SUPER STEEL TRADERS, 2 ,6,1,1,0,0,0,0,0,0,0,0,0,1
1,13,SUPER STEELS, 1 ,6,2,1,"1,37,526",0,0,0,"67,856",0,0,0,0,0
1,13,SUPER TRADING Co, 2 ,15,2,1,"3,11,901","1,20,298",0,"91,210","3,77,314","62,045","1,84,177","2,34,367","3,52,680",1
1,13,SUPREME ENTERPRISES, 1 ,7,2,1,0,0,0,0,0,0,0,0,0,0
